exposure_months,credit_score,property_value,prior_losses,loss_ratio_history,location_risk,building_age_years,policy_type,underwriting_score
70,678.5213290052616,350382.98883054306,0,0.05,Coastal,34.11516644302837,Renters,46.18016454227965
62,764.089492507199,406419.5095564824,1,0.1579334414101807,Suburban,30.54008416930894,Renters,41.75751631266487
30,732.4850906797162,249127.62193170073,0,0.32021133196341456,Rural,6.656070318157348,Renters,42.106631522100926
52,850.0,338002.81374480773,0,0.4325667857779208,Suburban,7.718223980919149,Homeowners,38.366934440509844
57,704.1602808782613,350695.31604181946,1,0.19427647446900925,Coastal,19.93619246113554,Condo,47.369860934366265
20,736.2232186976304,288593.0788179654,2,0.6425121782378932,Metro,26.647726640160677,Renters,56.1563695075817
23,639.4355009441908,404100.3668705209,2,0.3526594934563266,Metro,31.761972648688097,Renters,57.65230681156756
18,771.6549746459001,356776.0980389935,0,0.24660149407893786,Suburban,43.89683913762777,Homeowners,46.4112980612258
36,683.7778735518102,399441.94666365144,1,0.3699216762647803,Coastal,18.829462602389874,Homeowners,51.15848632139761
68,728.53882911159,298281.85447220586,2,0.1097061014216683,Suburban,7.189230879580128,Homeowners,49.211462859491036
31,787.6694619539375,370345.5729317106,1,0.3586299103845489,Suburban,26.681212153329643,Homeowners,38.677445432958784
28,781.4848345123305,224604.81662649618,0,0.7137419160401035,Metro,4.047287779700961,Condo,38.8530307779984
66,743.668043318067,413328.5730826157,0,0.26855731914155795,Coastal,11.159098404827736,Homeowners,41.63762144159435
35,786.964341923085,229676.83624723347,1,0.44494370049638093,Metro,27.498269527482115,Homeowners,38.79876007057192
10,692.4443902710572,289677.3005716389,0,0.4321231344160675,Rural,22.009641597064793,Condo,46.6775658869788
49,665.69219879642,358786.1146837301,2,0.35711880128792745,Rural,23.847240502378988,Renters,57.440288146696346
56,633.3628399864532,399526.0772567475,1,0.6537617950607667,Suburban,43.874779854612015,Homeowners,54.409015728383
35,747.3335550968329,361702.2826264017,0,0.9120464709577402,Metro,36.343847419490686,Renters,50.730637940013736
68,824.6234184665758,168264.93298314407,1,0.21281704296407325,Suburban,12.70978586390738,Homeowners,37.57111417820376
6,698.9807250753997,236421.2544909485,0,0.4348718172759336,Coastal,29.41159030549174,Condo,47.838960656370006
63,717.3214136581082,274426.8668172564,1,0.3170962118354639,Coastal,17.282678062359246,Homeowners,43.45939999967564
23,699.4487644734368,338201.8496429493,2,0.4057902272938587,Metro,21.340610928984894,Homeowners,55.347144638465686
58,743.3586384662569,225399.77774421382,1,0.5872037625003135,Coastal,25.48668386959199,Renters,45.000992787609256
37,616.5650356010519,271104.5703311744,1,0.945383381188164,Metro,39.984562861099356,Renters,53.66575243728537
48,763.573723326233,380810.0590854126,4,0.48279158277130935,Metro,1.6910311181132727,Renters,53.83612911953096
56,775.9084146462997,354843.5650100014,1,0.44713011445597406,Metro,15.187463706719633,Homeowners,41.814688628007
65,679.2410097629983,391946.14004106284,2,0.26626657476630455,Metro,5.801149080982229,Homeowners,55.75995689221177
46,661.2189715697426,379583.67690669093,1,0.3823414591610397,Suburban,21.246364785800303,Renters,51.327102965938934
48,668.206840054093,213757.51992888056,0,0.6202551369296383,Metro,19.07927456466149,Homeowners,45.40230672024729
34,746.8268700039386,252064.2503248359,1,0.39187292655337186,Coastal,10.432452685041913,Homeowners,42.019712733235295
9,795.8698087232149,349706.753374902,1,0.26417185087176404,Suburban,26.78509417161428,Condo,39.144370683604976
18,661.8727818338641,374285.5059470274,1,0.31742050126829807,Metro,21.958029868864,Condo,50.15298547813872
13,631.6586245076908,291417.92655908887,0,0.18420993090740037,Suburban,33.916303774307536,Renters,44.54126333304956
57,721.9644551531143,427774.38040534215,1,0.3308309244157201,Metro,38.0175854532623,Homeowners,48.05745324105267
13,730.951994809755,279357.3579849334,2,0.5937016178342422,Coastal,35.45467439324066,Homeowners,54.38193510508556
18,755.1182287749051,294010.97541071364,2,0.6644243863017654,Metro,15.039841553448037,Renters,55.90506069401373
20,678.143081982253,341470.555640904,0,0.6953203447057578,Coastal,14.664517775015637,Homeowners,48.78880708710112
53,756.3254117608475,365465.3619520877,2,0.38491010003462933,Metro,33.3348555603097,Homeowners,51.58851481543472
26,776.4033162983675,286336.156167174,1,0.3465549654192737,Rural,12.904694765593979,Homeowners,40.231088637556496
38,626.060587608764,333752.68988421606,0,0.6619885377405594,Suburban,17.75255964031978,Homeowners,51.3245038375573
50,699.5008302644359,254062.19559935495,0,0.20081434482827196,Coastal,1.718261809134506,Homeowners,38.42634094069462
42,749.4009633534828,275252.9029582701,2,0.6257745984891392,Rural,31.218277854700908,Homeowners,51.37826780486457
37,757.73015722332,479214.5820635371,0,0.6197634908548706,Suburban,15.913024751529427,Homeowners,49.47995230951336
31,685.2078266096584,238499.63339727547,2,0.3927022113341495,Metro,22.552994801060482,Homeowners,52.51485203319722
68,608.7073963814814,478845.7992654271,0,0.4096713361865709,Coastal,22.395969508948312,Homeowners,55.11734688624455
19,672.4569546476976,288724.9409175406,0,0.9919900282264846,Metro,23.31249985018473,Homeowners,49.771342783884
58,636.9632729223418,454239.73929357814,0,0.5019073659496401,Metro,16.12856491243638,Condo,53.77533323417283
17,686.2545184387171,300299.1489348108,0,0.4756227662412175,Metro,13.070814563175169,Homeowners,45.01585573493234
37,771.3440985193029,246161.7299896676,0,0.7730101723750901,Suburban,24.33227151701127,Renters,44.57808317777265
48,680.0112454547273,334204.3420897937,0,0.4675892754266781,Suburban,24.691064971205343,Condo,44.90965170466484
25,719.2851877727074,340576.8636641587,2,0.3132897356586502,Rural,24.785420623436615,Condo,54.57575605734269
24,648.1217691242947,364336.3715292994,2,0.5157259883718309,Suburban,8.71574633255429,Homeowners,59.260624025568916
17,765.5470537724697,251715.2631049858,0,0.5999414518301641,Suburban,42.79019927975164,Homeowners,46.038056368267064
6,679.9813696709608,208159.00222858586,0,0.4451324410041407,Metro,15.497919209441354,Homeowners,37.715599066682074
23,656.9899547601123,321563.5388906078,1,0.5530933430944627,Suburban,28.667331276380857,Renters,47.68284375545619
18,816.830049084915,299441.19834699953,0,0.697088190075314,Coastal,35.0342108780208,Renters,42.97671002202073
49,732.6855494975704,271428.70812290447,2,0.3981027756843789,Metro,18.868094617692968,Homeowners,56.22313420018107
66,751.7423577078913,333711.419487306,0,0.3929504263864439,Suburban,19.590488232246948,Renters,37.145287281310175
7,604.6158071429205,464936.2754373264,0,0.520790129754732,Metro,30.655624249452323,Condo,50.02312429019018
52,792.387039440643,454682.2963924247,0,0.6230676874698536,Suburban,28.51002272550165,Renters,49.19242316692856
32,808.464240539347,372466.7854067909,1,0.23746373471685064,Rural,22.727085113541847,Condo,40.14820805834168
44,706.5689971690678,466200.79909795325,1,0.6094057378083003,Metro,16.080584521741276,Homeowners,49.620591556467346
69,697.5518595510144,522450.48707826703,2,0.05171915133367864,Metro,7.6933682289657,Homeowners,59.56832418026171
32,682.0170165903533,479845.2162705212,1,0.559564805847222,Metro,12.663342216979458,Renters,48.42739720496459
13,773.0623486803022,191434.97627660813,0,0.20173840822871408,Suburban,16.896068113996492,Renters,36.15338918890382
59,627.7061059868981,280092.3591860208,0,0.5255188099031908,Suburban,6.501314178806699,Homeowners,48.47816992654767
64,731.7554705726709,375125.16927040153,1,0.5880170195435489,Suburban,20.097920848233667,Homeowners,49.24449758470666
23,823.4884560715543,435335.9089075819,1,0.24328945088350531,Metro,26.536627504311177,Homeowners,41.758701800380116
44,721.3103111482582,235594.55482154893,0,0.25968585662174354,Suburban,25.336013091097236,Homeowners,40.30285853908668
47,822.1315694782257,548338.9869414304,2,0.5135534229100982,Suburban,29.413938673363745,Homeowners,55.00627143655659
14,715.0845338188678,289098.32169591566,0,0.5294993069198838,Metro,2.0533515580604362,Homeowners,42.46272008902448
6,697.0532436267188,260701.9476565818,1,0.49054425023507947,Rural,38.198658753183395,Renters,45.332845062421335
7,763.8737568616987,159702.16670761936,2,0.2822413609484113,Coastal,19.72170329699947,Homeowners,43.8895220442988
48,709.6964490277462,432389.58056341176,0,0.47385192131672754,Suburban,14.137260865130248,Condo,51.02193586183891
46,719.190318059788,440976.503479999,0,0.4407318180766007,Rural,26.98681874430698,Homeowners,51.37021213455184
70,691.5036173357513,433458.3245669987,1,0.5816801779094678,Metro,11.33586930950977,Renters,52.342039029298974
45,647.3825894315379,371482.9082707138,0,0.5406086755523526,Suburban,18.22119138154733,Renters,47.33600537056074
52,696.7628127581983,383416.7853004164,0,0.5461916951118804,Suburban,38.36754478895405,Renters,49.122578499019106
36,752.5008253292814,360704.9003733007,0,0.27834465540643344,Coastal,14.337766489983451,Renters,41.21529219841698
11,772.9963360492922,515541.2635870071,0,0.6137222491917531,Suburban,53.41450213128337,Condo,50.08712626611271
28,709.7610088215215,417523.16490328585,0,0.6986585217977255,Suburban,29.21139869080818,Homeowners,46.316588693291905
45,730.615139020288,448450.6653151303,0,0.5335003130978756,Suburban,40.627575182252905,Renters,49.15079540361041
51,662.6910597723252,200041.56871575746,0,0.44274569349722737,Metro,19.92549961155377,Renters,43.23219919146562
26,704.0190835799573,201900.5488014497,0,0.2919513182832172,Rural,24.441680786615883,Renters,44.06657920707939
14,705.2098333639858,455977.4029678172,0,0.3860729140928703,Suburban,26.10427637733842,Renters,48.611558366754785
66,706.2409936658712,407366.56840034423,1,0.28659063324272843,Rural,38.00987169482026,Homeowners,45.85204219796172
21,717.1221205270217,399002.9466917833,1,0.5777744556841902,Coastal,25.635593825648165,Homeowners,48.7042581638873
7,733.1868427790253,343261.55864076345,0,0.492935413515566,Coastal,24.557596378294882,Homeowners,44.64935305803707
33,780.8338403533157,378744.8072203681,0,0.35551847960007954,Suburban,31.886160744739428,Homeowners,40.85738713141069
6,756.1647553525698,310483.0008343106,0,0.64118578748876,Metro,35.89373287286754,Renters,42.079915040104446
49,742.1564005153681,409916.84377613716,2,0.4746571661913434,Metro,36.444555361512506,Homeowners,57.17024671202934
12,647.0154947141386,199385.4097963733,0,0.5321053912080778,Suburban,42.793762596057235,Homeowners,45.13206038529824
26,669.6701190904226,360153.75320349674,0,0.3237679371243644,Coastal,24.009018522018557,Homeowners,49.74199299121391
28,716.5427432417086,293495.4491669878,2,0.41258523899305133,Rural,17.416274571774107,Homeowners,51.02978613293531
53,719.5695454485636,272252.03313537576,1,0.43687097833024036,Metro,46.052369734505376,Renters,45.36721877485169
64,754.0898750330355,330293.09478055185,1,0.4172755951465044,Suburban,34.81071951150593,Renters,44.976254951745176
50,617.5471115587281,332669.49638630205,1,0.6221578542770477,Metro,46.5487909309174,Homeowners,55.41567518888027
43,723.8595902581984,339559.523231065,2,0.4482512525160136,Rural,28.36750206357022,Homeowners,56.80113021800395
21,720.9269110830706,502675.5314230764,3,0.4060138442278075,Rural,22.44280808456905,Condo,57.303309098330246
49,695.6320956930037,238709.59365340244,2,0.6950874843819017,Coastal,15.327719112744042,Renters,59.29832260209066
54,670.7233454520832,263059.33091240114,0,0.5461623622115654,Coastal,19.926453781765062,Homeowners,48.786118656057106
8,726.5300626942363,351934.40165413753,1,0.6801527299241128,Suburban,17.984182067821145,Homeowners,44.253842325390714
44,705.4497039125642,349175.0813313553,1,0.38505454599241845,Coastal,31.859524721859643,Homeowners,48.34528891892259
17,740.0172390466682,385770.8529191222,1,0.1982320993881918,Metro,23.90203749264362,Homeowners,42.689585295830824
11,604.1661697740145,434845.39890830737,0,0.28134180485784793,Rural,31.45247772380957,Homeowners,49.94201434465433
31,664.6855365756154,381707.8797826222,0,0.5087888542774661,Suburban,2.646675293813492,Homeowners,50.208017592869865
58,797.8389919988575,270138.67043397005,1,0.4920696792096334,Coastal,27.22873356289717,Homeowners,41.32041373376182
47,726.738422572284,563024.7324846389,1,0.5760091937933682,Suburban,42.60544816809253,Renters,49.358619641636494
64,671.9953729560453,368252.4848472267,0,0.6109928563047831,Rural,22.639439271905783,Homeowners,48.88940615444707
55,696.8783231653554,354172.7620156328,1,0.45094416723642716,Coastal,7.91590835352319,Homeowners,48.206614774551426
28,643.4655369325015,357121.3722849143,0,0.40259839670103376,Coastal,39.04494837526539,Homeowners,51.06137202922235
43,792.4268906337852,272711.6716428987,0,0.5584208228262167,Metro,25.924827700963444,Renters,46.35976160729917
25,792.8839315279024,280777.2494426696,0,0.3626602509974587,Rural,31.40233320118625,Homeowners,37.79759817443238
24,762.9600387491505,351883.54921966215,3,0.33579302337511036,Suburban,17.788402766312537,Homeowners,52.530234536334206
49,780.5589446307338,374414.8945524873,1,0.43806583517283665,Metro,42.86434775394231,Renters,44.9253127430461
17,740.3764602226768,398924.6388406644,1,0.5459307675348134,Metro,19.080450049700488,Homeowners,44.61610643525251
33,786.86093860952,255169.6110657619,0,0.4933650553241559,Metro,43.34065681809426,Homeowners,40.503599113246516
33,749.5717167283423,414228.4380328117,0,0.3794302138253001,Metro,18.783521575962645,Condo,44.72503312964904
39,792.2226039025772,250512.23509213745,1,0.49620584358134423,Coastal,25.432425650650522,Homeowners,43.87988658998756
22,713.8088499430895,447741.3583904937,1,0.30403080595859044,Suburban,32.5948565744693,Homeowners,46.87039815628009
21,710.4217269280451,585075.6465812365,0,0.5097365475414681,Rural,48.42293585038648,Homeowners,56.84529959554385
56,684.553347604244,232637.079044278,2,0.18944933113565798,Metro,5.903005316058955,Homeowners,53.245902745830165
38,689.6315067709003,395459.5062825798,0,0.6252383475410865,Coastal,4.971630020011231,Homeowners,46.12703622466594
64,629.1871146749629,445066.34574034903,0,0.3021825703530035,Metro,44.89773054849834,Homeowners,52.227556887132565
37,787.9382342656946,305907.9367471623,0,0.4573886567622523,Metro,19.149204753153207,Homeowners,46.66788629361592
59,792.0140102312969,483565.32977903984,0,0.30476516061612635,Metro,10.665315424211627,Renters,43.40522575800322
58,755.4050875294147,210843.70718865024,2,0.43490297550997775,Rural,28.39419520466877,Condo,56.51355615382376
13,770.0328849645003,291924.98917438433,0,0.5380212937101952,Coastal,15.120895179373369,Renters,40.226803407261414
59,727.9273841341613,402976.62523462035,0,0.15189075957021775,Coastal,14.887499201561829,Condo,43.74601709380252
57,742.2804585149968,492260.11174586683,1,0.6811378002511456,Suburban,34.52139068025104,Renters,50.96961872480784
47,641.9693559884456,303161.7896665491,0,0.29519398468648417,Rural,58.215497560974384,Homeowners,48.67468563992006
6,711.5219631353796,216206.70077788061,0,0.24461830105687543,Rural,32.650337989924,Homeowners,41.45949930624689
62,616.7857536364511,398897.7888848996,2,0.5381789620164611,Suburban,30.970799226443397,Homeowners,63.273657663464036
14,678.4874520367961,502961.8072339359,1,0.2860148397066193,Rural,24.163220048012462,Homeowners,50.168662988558935
65,699.876749869515,398980.8740309492,0,0.4435436371382934,Metro,36.142135443096294,Condo,49.49735987180651
52,698.4203119430771,280480.17162494117,0,0.43927921775039996,Coastal,0.0,Renters,41.14374587982758
29,657.5528824109318,218752.59699982908,1,0.6586225254803418,Coastal,19.665030076596093,Condo,47.57178731909219
27,785.5012525345604,607190.5918080583,1,0.4588796711312454,Rural,12.916143781777922,Condo,44.19374786280037
42,769.4505169685076,370367.6859665472,1,0.43993161184325924,Coastal,46.23974262744521,Homeowners,45.39556387793768
60,686.7283708704413,193613.82043940015,1,0.20198937533111583,Metro,28.882839998164403,Renters,40.72625951038694
26,648.4519757898132,181295.12450291275,1,0.3577028368880356,Metro,7.490064624741808,Homeowners,41.51506042935335
51,688.7292016513475,467565.0218853315,0,0.34943487380946003,Coastal,18.500832714892386,Homeowners,51.5081436373382
31,766.4262648280582,473184.2766059011,0,0.47140808812294716,Coastal,29.005265870201423,Homeowners,48.47237978197545
48,611.2993726884739,341922.1355739941,2,0.5809825380087531,Coastal,33.89284831205828,Renters,61.147036345292754
49,759.0510471924933,307097.19526091096,1,0.20045718441138488,Metro,10.05581942552201,Homeowners,40.47553712121715
45,708.1019042001751,421865.8464197801,0,0.42520460430416857,Rural,17.67050885405856,Homeowners,45.69709459588866
20,693.5384339983267,430509.57283645496,0,0.6394570007399538,Coastal,8.319179207186114,Homeowners,49.95309303692827
66,770.7072775484552,373313.1143078298,1,0.32003154227452796,Metro,22.52500267357786,Homeowners,42.1160256844004
43,716.2514344672855,231502.9583988005,1,0.48885958299648413,Suburban,35.92273892473487,Homeowners,47.11438003532754
60,695.9483123570323,379435.7423810596,0,0.5263446995889803,Rural,0.0,Homeowners,46.55509593282521
32,782.6725952670288,580194.2881465189,0,0.7869518753443427,Coastal,15.216277685904963,Condo,51.21130147471384
7,628.5655658066618,249980.63495338472,0,0.5771924046321548,Suburban,14.781765930106003,Homeowners,42.68698994916657
68,803.1000636297932,278499.7392357439,0,0.4045596029501426,Rural,43.16498926036547,Homeowners,43.04494401606608
70,669.1322031072086,275095.7528415008,1,0.35961836508209777,Suburban,6.663212821026518,Homeowners,43.68430200878721
54,669.7127164257193,273573.9648552553,0,0.44968092094157514,Suburban,33.49039113594669,Renters,46.584672276052125
34,801.7052658044345,496019.8450670283,1,0.6083005285193408,Suburban,43.26065254406508,Homeowners,45.69110857765
47,850.0,419696.7221906624,1,0.6778515653102726,Rural,32.399122439656196,Homeowners,45.56059645430048
25,782.3937697522423,253209.71167079007,2,0.4167602387754412,Metro,21.06653679166997,Renters,51.76925627849717
21,669.6509622270437,240519.82240944635,1,0.4870448070793514,Metro,37.071877303430796,Homeowners,45.32341551705911
63,596.5594891714559,341658.0027844186,2,0.342952954296564,Coastal,17.15360469622209,Homeowners,57.36213936000841
20,728.5417608430598,281912.27322617895,0,0.5080349440291682,Coastal,35.07918574742807,Homeowners,45.956930574571324
66,715.5105183304072,382384.5319254462,0,0.2998827044538371,Rural,47.03898672889126,Homeowners,49.07017553690592
45,683.5488211714002,369892.3442591691,0,0.4731061932531464,Rural,36.81378139848984,Homeowners,49.788495305966926
57,708.3714289519153,203105.55460294746,0,0.4009053935602341,Rural,48.01455583178882,Renters,45.532117070131534
17,678.4862656037634,529432.5280519911,1,0.38704439525129486,Rural,0.7780172417273317,Homeowners,49.01175832549302
53,761.2171664872792,273899.67970471253,1,0.5982997259804776,Metro,17.495192010223345,Homeowners,43.96309079494805
53,710.6447798766784,485877.48118065274,2,0.20785052900571183,Metro,32.57955478523,Homeowners,58.48472510215508
6,703.9361129166631,365025.9590303848,2,0.5561871039973479,Coastal,20.669704382212142,Homeowners,54.67150224824411
69,595.5395137108541,321426.9365781088,1,0.42363863969299376,Suburban,42.0535140387242,Homeowners,52.43569031386654
24,728.9887041036657,147694.62218312515,0,0.5328783031720145,Metro,54.167012162612785,Homeowners,38.75966420938389
54,635.9621304720246,287039.34899283183,0,0.3746126244368401,Rural,32.84924977457534,Renters,51.58553645201269
59,755.2080076424761,454748.96410303697,0,0.25198672759038804,Metro,17.311211045211,Homeowners,44.674840971448205
25,713.1893049207004,428899.49788441934,2,0.3903317313005946,Coastal,42.92702172959351,Homeowners,57.866018165832756
71,604.5248417846681,265527.7158081272,1,0.2964868694528881,Rural,39.02756008888183,Homeowners,46.96725599411978
30,696.6852323441609,101025.78305629558,0,0.2662223576688872,Coastal,23.61596376932931,Homeowners,39.08143937628695
24,649.9500748998842,372844.5142905001,0,0.2689325481635954,Rural,21.897189540064772,Renters,48.345074293180026
46,745.1525262535853,226623.3897073004,0,0.4536310156807529,Suburban,43.11291029839933,Homeowners,44.5311030353619
56,739.2400015393864,327275.67475787515,0,0.16950099736219232,Coastal,41.827211914229295,Renters,43.82991560800417
66,772.2834019543591,245745.3586030298,0,0.3795904966578186,Suburban,0.0,Renters,40.975810516601896
13,672.6895512929912,468866.2277576315,0,0.6646725223991535,Suburban,12.002392482469041,Homeowners,52.07568656529899
8,741.5295949584856,293143.9838823879,2,0.6116000461793979,Suburban,41.098079816254916,Homeowners,52.17551801931359
55,639.7105432774453,360309.8106573209,0,0.35312164969084964,Suburban,8.64734201721496,Homeowners,46.44049003678178
67,732.2643126291853,331385.89611665683,0,0.6222837169644371,Rural,26.860135131694705,Homeowners,45.52142403484601
29,701.8937007192764,286437.41154781875,0,0.2960365278517742,Coastal,40.76118244933744,Condo,41.25573663607798
7,727.2914584192397,418966.13156731165,0,0.4848298589124076,Coastal,23.511413570889854,Condo,43.698897677006585
11,713.7638120963862,383449.1607839389,2,0.4703708838058206,Rural,33.7820302630042,Condo,58.311763743042086
11,769.9259033903849,379960.0630511776,3,0.6140816815883099,Rural,25.022482658911887,Homeowners,55.2421813319418
17,695.5153613278212,311848.5221899172,0,0.22610516275323572,Suburban,18.96000749237815,Condo,45.92358938399323
23,704.3184113722791,395452.15184621996,0,0.8251363916757583,Metro,20.863351169612695,Homeowners,50.19997238136262
43,790.4695899682821,244629.20626590212,4,0.5498094587222104,Metro,37.41354263684259,Homeowners,51.87318585757121
18,710.4678613478898,374959.9281076692,2,0.5633638886547764,Metro,27.962212609354808,Homeowners,58.690921106917244
37,685.2527945454779,325489.66709132545,0,0.5316899697601889,Metro,22.44388346662085,Homeowners,47.65783166459531
70,665.0896867388811,63338.01320416728,3,0.5262126934872107,Suburban,47.14525343423318,Homeowners,53.19034422625219
51,714.9442241383587,217511.17360053223,2,0.6435606653838039,Metro,17.552623036111463,Homeowners,56.01083644115343
7,712.280964220696,308997.1508868961,0,0.5291564660653076,Metro,22.00270165372996,Condo,42.29205370697499
28,749.1592769917781,548555.1263360027,1,0.38136592299550176,Coastal,27.381636875146203,Condo,48.40686957204702
52,704.9036271886777,469349.20484303165,2,0.2335389225628543,Metro,25.787284459644912,Homeowners,58.10611052119451
45,751.5825890432159,291739.84189865476,1,0.6901217280542519,Metro,24.74430818195082,Condo,42.901870331634704
26,699.7265950156155,456827.86466773273,0,0.5828518277010023,Rural,0.0,Condo,50.7307140620296
30,800.9649034492389,257529.96898711682,1,0.4134286282892839,Suburban,33.211883319790054,Homeowners,38.25237036968021
26,711.4680743941278,458919.90876583045,1,0.37309389261847054,Metro,29.44724180745653,Homeowners,52.18792225537989
56,751.1066581524493,313709.2853727801,1,0.5254245225886448,Rural,8.821165134179715,Renters,42.29916801325789
61,735.1164093843591,264125.86541560205,1,0.30904980519729025,Suburban,24.55115959112351,Condo,39.59578487750928
6,642.4281907594653,197367.06274087855,1,0.5201837928298233,Suburban,19.184756088964456,Renters,41.71773008222956
58,770.3451332781414,331588.0024162472,1,0.6524334994857095,Metro,13.2189591818383,Homeowners,45.25659232733901
44,691.2043984828886,440041.30022372404,1,0.2223613847297541,Metro,41.02992559560577,Homeowners,50.01691367882181
41,764.2190843965174,342939.65543214185,1,0.39780958295701146,Suburban,54.28983543354888,Renters,48.39094879528301
44,605.1448162146995,665051.1190422494,0,0.5460580941657089,Metro,23.077385944362163,Homeowners,59.573601804741465
25,613.0577522107899,288009.8348116863,2,0.6213125133593836,Coastal,18.94286424468243,Homeowners,61.68604195735888
9,604.9678419774249,461532.53472361143,1,0.5527387855531278,Coastal,26.21394840734657,Homeowners,56.46400255423647
23,615.8570949329863,437511.6396398028,2,0.4481821713463239,Coastal,8.96284320385151,Homeowners,63.65013901586315
56,692.2073462730508,360869.8529524564,3,0.3199466575840496,Metro,43.04569517423621,Homeowners,57.57440685807241
59,711.4703387594076,328155.8978537465,0,0.44883686200348655,Metro,19.873081299091936,Homeowners,45.25444716279923
47,659.8127728168633,284252.06390170107,2,0.05910053279479606,Metro,34.85482266878914,Homeowners,53.24558991041387
44,694.4974588212344,417331.9044716581,1,0.2880722798181393,Rural,31.41678550288193,Condo,49.375621889597696
68,675.9098518779555,424593.88251670846,2,0.5602449208879577,Metro,27.77029182471396,Renters,63.99274210350051
52,753.2428746932053,328587.94336515036,0,0.406353458311438,Suburban,30.76223210199538,Homeowners,44.26097164157639
18,751.7029107694907,280175.9048073403,0,0.3581378439826105,Coastal,24.51414625232351,Homeowners,38.4313097202355
51,729.2825272712829,225766.36196054277,1,0.6570337485972746,Coastal,31.457002844071468,Homeowners,44.36961656637221
34,748.1633160838866,338421.7112391833,2,0.3435693512928257,Metro,32.04857279739826,Homeowners,52.32103719994322
33,806.2921980924084,184340.49084385042,0,0.5481065418786317,Metro,12.540908822591764,Homeowners,35.69504590743657
63,748.1721276189221,275037.6254623268,0,0.573060005377894,Metro,20.287342687108847,Condo,44.23395538741618
71,630.0737911583759,531614.6107836544,2,0.4739084711536837,Metro,12.48173299167847,Homeowners,65.47777964290286
68,701.368209082189,259282.08345876652,0,0.4634539833315299,Suburban,11.15836213885543,Homeowners,48.19360455967019
29,696.5539711453882,301040.5093629167,1,0.3144877921647523,Coastal,16.519406622610944,Homeowners,42.96401140079414
51,757.2667282174745,428974.1763599952,2,0.7099385051874852,Metro,15.273942847803523,Renters,58.640154117576465
36,738.764192672136,389887.137687243,0,0.45848539475831146,Suburban,24.76513630031306,Homeowners,45.25992211330058
