vehicle_age_years,vehicle_value,injury_score,repair_complexity,parts_cost_index,labor_hours,liability_limit,location,claim_severity
1,33793.52471263642,1.4331981237456628,Low,0.9567833999835246,12.789877830545306,50000,Suburban,12686.38056744097
4,22900.647176429342,0.8483229744827094,Moderate,1.1082012928738345,7.603141719875266,25000,Suburban,11408.358222301413
10,28887.344441336452,2.751715931506442,Low,1.0762262574059118,30.585988557132502,50000,Urban,23231.015764901684
16,26023.69347072096,0.3425739828101834,High,1.178671912958703,22.361893115972496,50000,Urban,27252.273981749993
10,38991.3167478883,5.213335806396172,High,1.1435708392640225,17.56509539808779,50000,Urban,28208.578389006165
12,25124.4694744886,1.178209753636351,Moderate,1.0177105185234463,23.46762490525048,100000,Suburban,20606.51223457242
4,18009.180982238227,1.1522345281247262,High,0.9016147903176364,21.115671618329458,25000,Suburban,18683.3458277299
16,30563.94193587486,3.458108039252827,Low,1.0394301847730123,15.68273659926491,100000,Suburban,16053.074550128138
19,23563.23523557136,5.0655629469286705,Low,0.886410022954973,28.567065173684526,25000,Urban,17168.701343238296
8,40451.95478340838,2.42265447792328,High,1.0338121864865764,16.75075211453781,25000,Suburban,22452.818457039586
6,32024.519910654322,0.40251069009701684,Moderate,1.1818786717102814,22.56771893477624,25000,Urban,22462.760182436647
17,24407.06398369353,0.9522759852655784,Low,0.9576935591309093,19.654795032546357,50000,Urban,13529.929036959908
10,18303.99738090551,2.8517456583814975,Low,1.1157481574533479,14.517318748490508,50000,Urban,15858.66528649042
13,28486.14093575406,1.095770866281794,Low,0.9760959382421126,12.959625857113634,25000,Suburban,12128.276834849472
17,26257.82340269224,1.5322620484343705,Moderate,1.0835564333166343,5.069520745735831,25000,Urban,15854.13291867137
8,27000.261831287342,1.3573696525550414,High,0.9161699423337647,19.25568727895121,50000,Urban,19684.623945798718
13,29151.50021156702,4.564743297613845,High,1.132551061232022,22.152866684055066,25000,Urban,25658.524145168994
11,58841.220543932446,4.20786909441822,Low,1.0044398706279922,8.000432946522775,50000,Suburban,17792.444275548416
7,21204.95062876302,3.6940323187068675,Low,1.0074056864707799,18.293081089067524,50000,Urban,18014.186287645996
5,30204.709907327855,1.3746704299225134,High,1.1202713935056305,20.17727402039399,25000,Rural,23637.440236052058
1,35808.5229859381,0.7714641187205408,High,1.0131995721800988,16.814214348033463,100000,Rural,21912.614332397963
2,39192.98838964716,2.536892816672288,Moderate,0.9586033479778484,10.517609311635113,25000,Urban,18995.166714713247
19,27093.589385959916,1.0226899835346543,Low,0.9717238052311931,23.30856840918303,50000,Urban,14126.679494642662
19,30966.83110179775,0.9914359926789891,Moderate,1.0643754020399252,10.297583213827036,50000,Urban,17867.707634813465
11,26064.9076958808,7.275031742261242,High,1.1309908780175995,28.352291081301264,50000,Suburban,28691.30796073656
0,46779.26061811604,3.190975627529235,Low,0.9706117371541109,10.656664636524976,50000,Suburban,13903.521148369324
11,22840.33844507832,2.67822361397351,Moderate,1.108975092370328,19.659160812322526,50000,Suburban,20110.24289717937
6,30927.53995063096,1.8607421174943157,Low,0.9657731554665206,14.615519991109883,100000,Suburban,13534.474729604583
11,21612.164269798966,1.6404059016069172,Moderate,0.985214800285472,10.444797389527022,100000,Urban,17164.308377925154
11,34919.87870640532,0.6646973528011229,Moderate,1.1227902792989775,29.880255653812853,50000,Urban,25003.164769161525
2,22033.40699792303,0.3868996068202978,Moderate,1.0259338096678476,9.511863615986796,25000,Suburban,11471.59103659513
14,42463.67772383637,2.3451346460739777,Low,0.8631107383283826,15.87498421481054,50000,Urban,16083.673862989282
11,23254.849178235618,2.096884019960535,High,1.0332272020959685,26.444523787733093,50000,Suburban,24012.459242611516
19,27263.524629978514,1.5644348244437327,Moderate,1.1158911793015893,17.91530437133366,25000,Suburban,19894.462101026846
11,27556.99734181456,1.4011081319684355,Low,1.1174371878683,20.954176255332733,25000,Urban,16936.216063895827
12,31037.274195641643,2.7932949397276174,High,1.1120811405267157,23.732664892004,25000,Rural,20473.618166223154
11,22540.984717378382,2.616362338400891,High,1.0501356604447627,26.481563341469396,10000,Rural,21120.455146601802
6,12140.70279383617,3.089267829658147,Low,1.0865676789836272,29.694795648075967,50000,Suburban,18326.375613203218
3,11277.758964764424,4.6553964973995345,Low,1.2710374172538892,13.975521087856041,25000,Suburban,14420.93372871825
8,25917.136172053662,5.359628399302005,Moderate,1.0895810356150921,13.571922242693425,100000,Urban,21790.80232916195
14,37905.297715445544,3.6336820224858872,Moderate,1.0478886615719212,15.928106548546852,100000,Suburban,21357.837050111946
2,37919.80241588768,0.9845786037175351,Low,1.1648289917612815,22.661811568842303,100000,Urban,24844.232695931034
1,32277.985689774243,2.741033384789105,Low,0.9993029457587899,25.12040926279877,25000,Urban,19626.163253056115
18,37109.52725185498,3.3969565077234654,Moderate,1.1258724570872904,14.274925844725379,50000,Urban,22685.234294948637
6,28137.92038916862,2.2315432590572843,High,1.1202480854307832,30.519393853901093,100000,Suburban,29984.770306965096
14,26950.42127359438,3.0701846596808675,Moderate,0.9939037683072326,11.955133777260473,50000,Suburban,15986.66759020095
2,32936.183115344975,6.344238209598663,Moderate,1.0348509488403583,10.44491088929187,50000,Urban,19910.04442378371
0,40637.63415643681,4.204707217108553,Low,1.191958343233957,14.721816956692896,50000,Suburban,19629.76853721155
14,40985.82870527966,1.9235493884111947,Low,0.9731015905550627,21.029425228148128,25000,Suburban,18067.34546378761
2,32281.166996150172,0.44294362672457127,Low,1.1521045456323928,15.025275587674635,100000,Urban,19119.82868615679
10,16205.433208593442,3.0337533189504806,High,1.4,26.61965295264208,100000,Urban,34245.359529014255
18,22912.30429368852,6.3059296156584725,Low,1.1071444101472743,15.481720468538343,50000,Urban,18348.032531867917
9,6791.459986986133,3.30277282850692,Low,1.0975935426562717,26.517545529450757,25000,Suburban,14598.56146366387
18,37763.57402878749,4.743872986720873,High,1.1424536326839072,32.43446453487302,50000,Suburban,32733.17297350894
1,27809.038663268984,2.544381672437795,Low,1.025368200565128,28.44231656249871,100000,Rural,18672.38279165382
2,40247.700633087894,6.1906465308884595,Moderate,0.9955181658493337,25.918580369670202,10000,Urban,22589.615203831214
8,40358.14337015836,2.5882846277564737,Low,1.025325464751173,17.57255969236412,10000,Urban,16643.98652547421
8,26736.31600026637,2.9592388737326596,Moderate,1.181859241043102,23.204289202534873,25000,Urban,23689.064825042933
4,34277.145297494906,3.118918827705383,Moderate,0.9594941131896031,24.830669246807865,25000,Suburban,19425.54419816848
5,27873.846729425546,2.426624086634257,Moderate,0.9944886978873603,19.93588953970547,25000,Urban,19661.97598484138
6,15097.865149083256,4.028657778827556,High,1.1678543693706596,20.68071088267512,50000,Urban,23500.652165215815
14,32234.097596521766,4.0184285642049105,High,0.8441053012042953,24.641269315576167,25000,Suburban,20170.258083960307
7,30051.27749795668,3.6966679084150558,Low,1.1269258967733542,16.623840901644627,50000,Rural,12184.455243252103
14,30189.923530359123,2.9620901972322446,Low,0.950246200313939,16.261596588254708,50000,Suburban,13952.084175614256
14,42974.04581902679,0.6413995412528273,Moderate,1.0833089162773464,16.570674520661345,25000,Urban,20872.533373455222
4,19894.076604092414,2.2920349797671395,Moderate,1.0862074544951732,16.474249617411562,50000,Rural,14508.990581265793
15,14518.830052322592,1.5581966901141322,High,0.8723505298844866,20.482326442778227,25000,Suburban,14999.028691951451
4,36674.16897117269,3.09641052881582,Moderate,1.1825681408268027,17.122472057272486,25000,Urban,23182.794119081987
7,39156.40643610761,1.9152161312179161,Low,1.0298110421449356,17.799831300159692,25000,Urban,17300.027945724964
2,34008.40916604437,1.0788541819355206,Moderate,1.1314859485711835,13.3372301923887,100000,Urban,23053.099659677748
13,29348.83196898299,5.082637000123894,High,1.0525589434291212,18.265200223629574,50000,Suburban,23523.09158446805
17,31011.765175755798,1.0041234009434266,Low,1.0557220441330366,14.637406669948822,25000,Rural,13299.82821939699
10,30592.94359720288,2.013801695914,Moderate,1.0369524930691205,26.07269816328969,50000,Urban,25377.902949606923
13,29580.986963519947,2.185652278846929,Low,1.191508585807441,5.438871447458097,50000,Rural,12058.36962054154
13,25758.21129632261,0.27362025489535824,Low,0.9463386366941459,17.62056016843108,50000,Suburban,15076.641220310301
5,39372.2364675084,2.711384119771092,Moderate,0.965860917049127,17.75631965553785,25000,Urban,21136.94179571266
6,23509.285168533665,2.509274683184764,Moderate,1.1899736581940028,18.643282923486925,25000,Urban,22109.63472350299
6,16631.5514447612,3.349478410744451,Moderate,1.2259142131075187,17.309955332586174,50000,Suburban,19151.04677849268
17,28560.20081825788,5.562184097634137,Low,0.995278083482995,21.85470764179422,50000,Urban,18566.798416017617
11,22017.862379205813,5.9355000293653095,Low,1.0211994588821265,21.42452160647666,100000,Suburban,17652.127620802305
13,20188.928996922605,4.352938416738338,Moderate,1.0625391697762812,13.50123511605671,50000,Urban,17822.040362299555
17,33443.378317918294,2.8203746824657716,Moderate,0.9272660968392149,19.853110373954124,50000,Rural,18670.275671133135
3,17820.664199798553,2.1262276368699067,Moderate,1.0874998060899206,15.07934544823666,50000,Suburban,15512.001259536775
12,19476.344294200677,1.2611762476526711,High,1.1037018502146319,21.947304029612045,50000,Suburban,24369.3969273218
11,22761.641071399925,0.9585777477290915,Low,1.1431062510310044,16.33673394219142,10000,Urban,16237.18532780608
18,20263.81326724351,4.487637034904636,Moderate,1.1411597202583872,12.838715474180287,25000,Suburban,17739.32177121876
14,24364.42506672945,1.7303957244006252,Moderate,1.1280620915567878,11.53612836508956,50000,Urban,18820.43804132897
13,25018.7057601081,1.9297232241375761,Moderate,1.0741181724060171,12.732426874797781,50000,Suburban,17342.8201440957
15,16759.212001105458,5.9728173929029404,Low,1.2033480904722065,24.93662666431685,25000,Suburban,20508.01199788558
18,15929.97538873965,3.689763640749751,Moderate,1.083306423381683,27.661515102531027,50000,Suburban,21732.229258962307
8,46494.69484809046,1.0246549963939482,High,0.9945468971823603,12.86645744025359,25000,Urban,24436.28763439874
4,29873.979918934056,1.8916505173584302,Moderate,1.1419816750487095,16.273340255125902,50000,Rural,20308.083794276343
5,24466.84298636216,2.357941226458998,Low,1.0298101576858023,14.256362213223294,50000,Urban,13419.731719928624
17,32713.16248531058,5.510715155075933,Moderate,1.0528372107450574,18.154199483045428,25000,Urban,23667.3998458833
12,29917.49202191506,5.1335235462187185,Moderate,0.8538547260595171,13.116067905353047,100000,Rural,14668.281205107767
10,29276.58239737696,1.4192053311779746,Low,1.1411192465598812,20.872477410466896,25000,Urban,18911.344877736345
14,24773.587935980042,2.669269569603581,Low,0.948706032423049,25.913213696657458,25000,Suburban,17058.76362748374
10,25675.61396075852,7.08813251307425,Moderate,1.235225144770838,12.828121053559908,25000,Urban,22016.11770615842
10,24084.281795627743,4.928827286148623,Low,1.1792376296583336,28.516548481925373,50000,Suburban,20617.274335316684
5,43017.38191986858,1.8327206955177684,Low,1.0844997695229874,18.21330359407406,50000,Urban,20326.825374038082
3,25389.47617130549,2.71357101732856,Low,1.1386433243473189,27.426793999319457,25000,Urban,20155.272644800796
4,32072.9692698524,2.6263792315718852,Low,0.9252475951906811,17.17389118647781,100000,Suburban,14040.049657880465
12,32661.44389072258,3.4677182285915054,High,0.979369709470645,14.644153839936733,50000,Urban,20344.066320552218
12,11624.739329696,5.531988378182398,Low,1.1475997586501276,20.330391272692065,10000,Urban,13654.627039877405
15,38086.24087939174,3.049148752685431,Low,1.1832809471418284,16.2916891129813,50000,Suburban,20298.204390051113
6,30140.94539295803,4.510242359806224,Moderate,0.8954265843667177,12.244409075163517,25000,Suburban,14088.783995970492
18,12230.563672208526,4.3696568889743865,Moderate,1.02673103521916,27.89695265321707,10000,Suburban,18341.525514388897
10,41176.554257704396,5.9812006160419156,Moderate,1.0321382620097017,23.762740049522154,100000,Urban,26909.436420403843
19,36657.94178704874,3.470995881126988,Low,1.1875184695467438,8.267734193566834,50000,Urban,16922.813306583193
13,30639.946472926415,3.310620414181802,Moderate,1.1103808315114396,17.103489252590432,50000,Suburban,18953.488245562487
7,22288.501604919362,2.1689481215960034,Low,1.0833421727813712,20.710642800889417,25000,Suburban,17282.445995282374
2,20025.326927233986,2.544631109705909,Moderate,1.1091369762681882,11.968210033096554,100000,Urban,18225.217754871468
16,26605.49350627396,2.647913733121108,High,1.183675850005587,20.241147422344195,25000,Suburban,24938.036147945837
10,23960.596831324317,2.4310960391691574,Moderate,0.9793428723879437,22.895218903753594,25000,Urban,18804.97058785587
13,36883.98001689527,4.296772428060358,Moderate,1.078287387688425,22.752283808967395,100000,Suburban,24277.298491820166
14,33640.65202955203,1.0239929081461558,Moderate,1.1304371048429909,25.38896820698984,50000,Urban,29396.203178170737
19,37667.10120720533,1.2525522467369354,Moderate,1.0601505008771845,22.37233373258672,100000,Suburban,23933.463994638754
15,29807.547774676783,0.7193366410086404,Low,1.0974350203375483,17.43075791814602,50000,Urban,18102.666731752102
10,26660.572162616885,4.54831005875636,Low,1.0490096034070326,12.004683625663995,25000,Suburban,12922.967228445124
15,25915.112036172737,2.2796144944308123,Low,0.9010222593559978,25.188797660379443,50000,Suburban,15353.666060901869
17,25491.135962349326,3.490810578759183,Moderate,1.1395383375191894,27.479766703824453,50000,Suburban,21587.269555970226
5,26577.70593582167,3.698241106212169,Low,0.9542896206365419,9.577058834901143,50000,Suburban,11867.91909918754
10,31049.984546276068,7.023315068572442,Moderate,0.8662984236915627,12.946422033481788,50000,Rural,15520.428975459872
6,29891.243012876766,1.826519021225355,Moderate,1.016119773814983,33.146098121411704,25000,Urban,25937.941799736527
5,27901.317570167445,4.080226757526648,Moderate,0.9742923653828228,11.72936344356508,25000,Urban,16634.16883521166
14,49622.838897886206,2.330647405649753,Moderate,1.0877200398632154,16.38368917701351,10000,Urban,23638.109348596397
19,29067.863652595872,2.9669729641537113,Moderate,1.149089690892508,22.655125975777416,25000,Suburban,23440.367816646583
15,31004.063340132878,4.37506314219901,Low,1.1949762779068218,24.97995425550028,50000,Urban,26714.889765890282
5,26174.527014714673,2.363107068549905,Low,0.9918783099173776,14.101436854219742,100000,Suburban,14248.753804089325
7,36962.830176203155,1.8670769635320796,Low,1.1654781157479612,11.925488185436784,50000,Urban,20115.077702635175
6,35735.77247748149,0.9524749862415499,Low,1.1123133001884074,20.915535935477646,50000,Urban,21287.793061620767
5,28903.053483951262,4.924779893141417,High,1.0787689338285529,9.247698399227184,25000,Suburban,19415.14266262951
1,37308.47582575617,3.211733115202586,Moderate,1.1833733379324136,12.559106235066942,50000,Urban,22452.13530691975
11,33677.0308744252,4.033866172729371,High,0.8877081017803224,14.847960842342125,50000,Urban,20516.207175006548
0,16494.24025396193,4.224857846525858,Low,0.9566836568724031,16.724994920462514,25000,Urban,12775.394912255726
12,16798.961127668284,7.8521353799634666,Low,0.968174748546843,16.733550331951207,10000,Suburban,10996.08553607275
6,19441.860523752766,3.189406674602907,Low,1.0501959754689703,15.794452543027253,50000,Urban,16217.89751317532
9,29091.400391028517,1.8617807913450923,High,0.957025884163754,21.06112658809967,50000,Urban,22548.89853512538
5,21231.22127832698,4.6503903851764194,Low,0.9263650681140382,20.126804499614355,10000,Suburban,12306.719734681164
10,13654.022588353599,2.296735328397822,Low,1.1097906982434944,14.416240245763627,25000,Urban,13148.053337834157
14,22348.285741435797,2.096643397632022,Low,1.1363198698797505,8.40862650740966,50000,Urban,13421.662413622014
10,27513.39205798953,3.118062842984405,Low,1.0616606489687817,24.922487063342025,50000,Urban,17214.92977675699
0,27051.125112349895,1.3652503095837178,Low,1.0685753735015187,16.80777163190874,25000,Urban,18284.23833784783
2,28988.44237195064,6.54060601772793,Low,0.8891296927746686,17.67304272238034,10000,Urban,16134.996874928469
17,26265.45028076886,3.332911558680708,Moderate,1.1595125845312053,20.655774012660004,25000,Suburban,22184.614866309825
14,29330.703554573076,2.742388984772627,Moderate,1.017892284076224,11.12946933840982,25000,Suburban,17692.170559687165
16,25935.26055485665,0.316394096838017,Low,1.0635503240184125,16.494940004393456,25000,Urban,15897.772866940228
8,20601.52732392093,0.8134812947633857,Low,1.1457131679207462,12.968374163116557,10000,Urban,14391.005807385991
18,15739.437747130465,4.050724078324479,Low,1.167559868567661,10.133639734235956,100000,Rural,12897.087760051603
19,27084.512418269558,3.3772426199741226,Low,1.0673381228428767,15.612660107161842,25000,Urban,14751.762854056777
15,32383.26303973386,2.5657048403708345,Low,1.207009269680059,16.554350073341833,25000,Urban,18287.77334438955
6,22145.531932506663,3.1358785597583605,Moderate,1.1152495080601015,14.231859282945996,100000,Suburban,19783.67369916708
13,22598.658166335044,1.1159026556663694,Low,1.140265890039735,18.09348876806434,50000,Suburban,16365.34968366139
13,34813.692738443126,1.3081488075848993,Moderate,0.8684334710493332,16.236287918647008,25000,Urban,16985.756080336934
15,42890.09829186846,5.2386931424998995,Moderate,1.1805136129350142,22.12462846832809,25000,Suburban,26674.675876966936
16,40498.12499750399,5.948186965652251,Low,1.21049881767757,29.486477795264435,50000,Urban,27112.722579361813
17,22720.476605960648,3.5147285564134467,Low,1.0840531383066139,18.57322276309626,100000,Urban,18549.807157109997
7,21139.7734141488,1.7517345129953887,Low,1.1983709600950498,25.326025475010383,50000,Suburban,17818.888601004663
17,25143.472389813836,6.546157519919131,Low,1.0142419732514563,11.050965781004072,50000,Urban,15269.138470882655
17,29127.384208956355,2.289439002213344,Low,1.1267382832665258,15.634602800918692,50000,Suburban,16875.91470663177
5,30496.382233818073,1.931079740669008,High,1.0622565380158258,15.814900703439926,25000,Urban,25341.358472131968
15,11256.579434546678,1.796873613166797,Moderate,1.0915766832853313,16.896249611766184,25000,Suburban,13778.61682617662
19,38871.03867215659,1.8297902426219392,Low,1.0780519659473051,17.843316275576964,50000,Rural,16811.316805119397
12,35306.5041495772,1.5813348171026562,Moderate,0.968624676380092,14.765185117542076,25000,Urban,18112.01644059978
19,23662.591878974472,3.9481630811447066,Low,1.180429855469972,21.153626181172683,10000,Urban,20542.672992462616
2,32305.016033972894,1.2952572257739672,Low,0.9083830678225053,22.262597410802282,100000,Urban,17077.094205807418
13,21849.462038288224,0.7061242671782374,Low,1.3875241013277182,14.176449754294897,10000,Suburban,15754.67023604798
14,27065.941230610475,1.5119825412240213,Moderate,1.0285884966467427,24.312875420568016,50000,Urban,21811.782443893164
12,40635.84608122383,1.3660486889184904,Low,1.2731289666533305,11.37175789933557,50000,Suburban,18963.475584056378
12,16008.139087330137,2.0091603302708148,Moderate,1.1986411924902751,18.868659893391232,25000,Suburban,17047.195984376354
12,22873.886632783637,1.6072346609418073,Moderate,1.0312235884933563,25.715799416629,25000,Suburban,19864.482596418115
2,23334.654788603337,2.491623581320238,Low,1.034602865093473,13.232215373442992,25000,Suburban,12144.856096941656
13,24748.905629318982,3.908438159548071,Moderate,0.9326435967679689,16.642754145700206,50000,Urban,17905.536866451686
5,30207.15220529982,4.00013474426628,Moderate,0.9270464834787038,26.179870300422277,25000,Urban,20675.594002548518
18,26712.79053072848,4.101584963826673,Moderate,0.9487879442035964,21.346948680597038,25000,Urban,16630.747759505648
7,43736.584014189044,0.9090419675844872,Low,1.1481523519831842,9.836110411517625,50000,Urban,19674.376954717936
6,19667.005174670696,4.553744700403084,Moderate,0.887676467477038,17.7074907199151,50000,Urban,14674.97411394179
2,34502.57934012745,2.2167845865235822,Moderate,1.1322748049856808,17.93994264516973,25000,Suburban,21659.374917270092
8,24357.786376336324,0.6492238474688481,Low,1.0687547739197305,6.4076466567636,50000,Suburban,10514.906908071403
12,31204.38214192129,1.9623866486365806,Low,0.9988255976386217,16.061798738052136,25000,Urban,17199.713607760918
6,26440.86359273954,2.3762461322834065,Low,1.0797596534699148,19.556360583908557,50000,Urban,17903.015824096026
6,24902.980086152267,0.7912451043542613,Low,0.9555644840878573,21.495132364591186,25000,Urban,14942.916164649665
